comments,duration,ratings,tags,views
321,184,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 163}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 1573}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 1194}, {""id"": 7, ""name"": ""Funny"", ""count"": 1342}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 911}, {""id"": 8, ""name"": ""Informative"", ""count"": 299}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 777}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 796}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 14}, {""id"": 3, ""name"": ""Courageous"", ""count"": 35}, {""id"": 25, ""name"": ""OK"", ""count"": 73}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}, {""id"": 2, ""name"": ""Confusing"", ""count"": 8}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 12}]","[""brain"", ""mind"", ""music"", ""performance""]",3302312
612,1365,"[{""id"": 21, ""name"": ""Unconvincing"", ""count"": 309}, {""id"": 7, ""name"": ""Funny"", ""count"": 215}, {""id"": 3, ""name"": ""Courageous"", ""count"": 350}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 215}, {""id"": 2, ""name"": ""Confusing"", ""count"": 206}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 297}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 65}, {""id"": 8, ""name"": ""Informative"", ""count"": 536}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 518}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 812}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 1359}, {""id"": 25, ""name"": ""OK"", ""count"": 145}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 337}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 120}]","[""aging"", ""biotech"", ""disease"", ""engineering"", ""future"", ""health care"", ""science"", ""technology""]",3277740
398,271,"[{""id"": 7, ""name"": ""Funny"", ""count"": 1357}, {""id"": 8, ""name"": ""Informative"", ""count"": 1081}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 520}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 82}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 178}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 461}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 105}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 105}, {""id"": 3, ""name"": ""Courageous"", ""count"": 58}, {""id"": 25, ""name"": ""OK"", ""count"": 173}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 71}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 105}, {""id"": 2, ""name"": ""Confusing"", ""count"": 7}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 891}]","[""TEDx"", ""entertainment"", ""green"", ""hack"", ""humor"", ""materials"", ""simplicity""]",3270359
378,237,"[{""id"": 8, ""name"": ""Informative"", ""count"": 1772}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 721}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 104}, {""id"": 7, ""name"": ""Funny"", ""count"": 1132}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 196}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 57}, {""id"": 25, ""name"": ""OK"", ""count"": 162}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 67}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 115}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 136}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 19}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}, {""id"": 3, ""name"": ""Courageous"", ""count"": 16}, {""id"": 2, ""name"": ""Confusing"", ""count"": 22}]","[""culture"", ""history"", ""language"", ""math""]",3257749
254,892,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 1381}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1078}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 196}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 194}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 288}, {""id"": 8, ""name"": ""Informative"", ""count"": 564}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 362}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 25}, {""id"": 2, ""name"": ""Confusing"", ""count"": 13}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 31}, {""id"": 25, ""name"": ""OK"", ""count"": 44}, {""id"": 7, ""name"": ""Funny"", ""count"": 13}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 5}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 11}]","[""brain"", ""depression"", ""health care"", ""mental health""]",3247799
163,496,"[{""id"": 9, ""name"": ""Ingenious"", ""count"": 131}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 697}, {""id"": 3, ""name"": ""Courageous"", ""count"": 401}, {""id"": 7, ""name"": ""Funny"", ""count"": 639}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 295}, {""id"": 8, ""name"": ""Informative"", ""count"": 79}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1154}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 108}, {""id"": 25, ""name"": ""OK"", ""count"": 175}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 14}, {""id"": 2, ""name"": ""Confusing"", ""count"": 12}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 21}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 74}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}]","[""aging"", ""storytelling""]",3247638
261,1137,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 218}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 730}, {""id"": 7, ""name"": ""Funny"", ""count"": 1021}, {""id"": 3, ""name"": ""Courageous"", ""count"": 284}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 36}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 27}, {""id"": 8, ""name"": ""Informative"", ""count"": 1544}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1569}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 1265}, {""id"": 2, ""name"": ""Confusing"", ""count"": 29}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 5137}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 828}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 21}, {""id"": 25, ""name"": ""OK"", ""count"": 74}]","[""Africa"", ""Asia"", ""Google"", ""economics"", ""global development"", ""global issues"", ""health"", ""inequality"", ""poverty"", ""statistics"", ""visualizations""]",3243784
69,908,"[{""id"": 8, ""name"": ""Informative"", ""count"": 1456}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1668}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 565}, {""id"": 25, ""name"": ""OK"", ""count"": 150}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 790}, {""id"": 3, ""name"": ""Courageous"", ""count"": 338}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 56}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 165}, {""id"": 2, ""name"": ""Confusing"", ""count"": 34}, {""id"": 7, ""name"": ""Funny"", ""count"": 78}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 175}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 50}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 60}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 22}]","[""TEDx"", ""business"", ""communication"", ""decision-making"", ""empathy"", ""identity"", ""leadership"", ""motivation"", ""personal growth"", ""personality"", ""relationships"", ""society"", ""women in business"", ""work""]",3225186
782,995,"[{""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 238}, {""id"": 8, ""name"": ""Informative"", ""count"": 1103}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 846}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 578}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 663}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 96}, {""id"": 3, ""name"": ""Courageous"", ""count"": 111}, {""id"": 7, ""name"": ""Funny"", ""count"": 96}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 131}, {""id"": 25, ""name"": ""OK"", ""count"": 138}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 87}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 40}, {""id"": 2, ""name"": ""Confusing"", ""count"": 21}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 37}]","[""TEDx"", ""behavioral economics"", ""psychology""]",3213217
126,697,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 650}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1669}, {""id"": 8, ""name"": ""Informative"", ""count"": 1600}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 709}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 1080}, {""id"": 3, ""name"": ""Courageous"", ""count"": 239}, {""id"": 25, ""name"": ""OK"", ""count"": 302}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 50}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 15}, {""id"": 7, ""name"": ""Funny"", ""count"": 39}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 199}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 34}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 57}, {""id"": 2, ""name"": ""Confusing"", ""count"": 28}]","[""TEDx"", ""choice"", ""collaboration"", ""communication"", ""decision-making"", ""identity"", ""leadership"", ""motivation"", ""personal growth"", ""society""]",3210972
265,977,"[{""id"": 7, ""name"": ""Funny"", ""count"": 544}, {""id"": 3, ""name"": ""Courageous"", ""count"": 139}, {""id"": 2, ""name"": ""Confusing"", ""count"": 62}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 58}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 258}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 113}, {""id"": 8, ""name"": ""Informative"", ""count"": 443}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 413}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 132}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 56}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 268}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 116}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 131}, {""id"": 25, ""name"": ""OK"", ""count"": 203}]","[""alternative energy"", ""cars"", ""climate change"", ""culture"", ""environment"", ""global issues"", ""science"", ""sustainability"", ""technology""]",3200520
407,212,"[{""id"": 9, ""name"": ""Ingenious"", ""count"": 365}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 286}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 389}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 589}, {""id"": 25, ""name"": ""OK"", ""count"": 170}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 142}, {""id"": 7, ""name"": ""Funny"", ""count"": 50}, {""id"": 8, ""name"": ""Informative"", ""count"": 94}, {""id"": 3, ""name"": ""Courageous"", ""count"": 120}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 45}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 34}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 209}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 26}, {""id"": 2, ""name"": ""Confusing"", ""count"": 26}]","[""alternative energy"", ""chemistry"", ""energy"", ""future"", ""innovation"", ""invention"", ""nuclear energy"", ""physics"", ""science"", ""technology"", ""youth""]",3192405
160,631,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 2036}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 634}, {""id"": 7, ""name"": ""Funny"", ""count"": 240}, {""id"": 25, ""name"": ""OK"", ""count"": 135}, {""id"": 8, ""name"": ""Informative"", ""count"": 598}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 96}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 297}, {""id"": 3, ""name"": ""Courageous"", ""count"": 262}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 168}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 35}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 15}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 19}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 49}, {""id"": 2, ""name"": ""Confusing"", ""count"": 21}]","[""business"", ""decision-making"", ""entrepreneur"", ""failure"", ""goal-setting"", ""leadership"", ""mental health"", ""personal growth"", ""productivity"", ""success"", ""women in business"", ""work""]",3185521
55,801,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 663}, {""id"": 8, ""name"": ""Informative"", ""count"": 738}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1655}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 383}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 86}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 580}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 155}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 156}, {""id"": 2, ""name"": ""Confusing"", ""count"": 6}, {""id"": 7, ""name"": ""Funny"", ""count"": 28}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 9}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 24}, {""id"": 25, ""name"": ""OK"", ""count"": 36}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 3}]","[""choice"", ""fear"", ""goal-setting"", ""humanity"", ""life"", ""personal growth"", ""success"", ""work"", ""work-life balance""]",3183828
141,721,"[{""id"": 21, ""name"": ""Unconvincing"", ""count"": 65}, {""id"": 2, ""name"": ""Confusing"", ""count"": 92}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 38}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1368}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 383}, {""id"": 8, ""name"": ""Informative"", ""count"": 991}, {""id"": 3, ""name"": ""Courageous"", ""count"": 241}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 703}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 953}, {""id"": 7, ""name"": ""Funny"", ""count"": 116}, {""id"": 25, ""name"": ""OK"", ""count"": 162}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 85}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 101}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 16}]","[""business"", ""leadership"", ""productivity"", ""work""]",3170206
466,776,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 1469}, {""id"": 8, ""name"": ""Informative"", ""count"": 878}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 678}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 2020}, {""id"": 3, ""name"": ""Courageous"", ""count"": 805}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 55}, {""id"": 25, ""name"": ""OK"", ""count"": 206}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 163}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 33}, {""id"": 2, ""name"": ""Confusing"", ""count"": 25}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 157}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 81}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 13}, {""id"": 7, ""name"": ""Funny"", ""count"": 6}]","[""business"", ""leadership"", ""women in business""]",3167353
404,376,"[{""id"": 22, ""name"": ""Fascinating"", ""count"": 462}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1373}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 666}, {""id"": 3, ""name"": ""Courageous"", ""count"": 279}, {""id"": 25, ""name"": ""OK"", ""count"": 237}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 51}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 19}, {""id"": 8, ""name"": ""Informative"", ""count"": 209}, {""id"": 7, ""name"": ""Funny"", ""count"": 193}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 211}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 63}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 13}, {""id"": 2, ""name"": ""Confusing"", ""count"": 26}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 21}]","[""creativity"", ""culture"", ""entertainment"", ""introvert"", ""library"", ""literature""]",3158067
304,1179,"[{""id"": 22, ""name"": ""Fascinating"", ""count"": 861}, {""id"": 8, ""name"": ""Informative"", ""count"": 1181}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 671}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1136}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 122}, {""id"": 25, ""name"": ""OK"", ""count"": 132}, {""id"": 7, ""name"": ""Funny"", ""count"": 43}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 128}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 18}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 54}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 27}, {""id"": 3, ""name"": ""Courageous"", ""count"": 47}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 53}, {""id"": 2, ""name"": ""Confusing"", ""count"": 13}]","[""TEDx"", ""biology"", ""culture"", ""exploration"", ""food"", ""health"", ""life"", ""science""]",3157446
143,1124,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 1121}, {""id"": 3, ""name"": ""Courageous"", ""count"": 573}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 2010}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 127}, {""id"": 8, ""name"": ""Informative"", ""count"": 199}, {""id"": 2, ""name"": ""Confusing"", ""count"": 43}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 64}, {""id"": 7, ""name"": ""Funny"", ""count"": 234}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 300}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 88}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 359}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 95}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 101}, {""id"": 25, ""name"": ""OK"", ""count"": 126}]","[""children"", ""creativity"", ""culture"", ""decision-making"", ""family"", ""identity"", ""motivation"", ""parenting"", ""personal growth"", ""television"", ""work"", ""work-life balance"", ""writing""]",3148366
152,848,"[{""id"": 8, ""name"": ""Informative"", ""count"": 839}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 587}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 278}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 257}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 27}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 208}, {""id"": 25, ""name"": ""OK"", ""count"": 300}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 100}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 31}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 48}, {""id"": 2, ""name"": ""Confusing"", ""count"": 39}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 55}, {""id"": 3, ""name"": ""Courageous"", ""count"": 35}, {""id"": 7, ""name"": ""Funny"", ""count"": 31}]","[""TEDx"", ""decision-making"", ""health"", ""mind"", ""motivation"", ""psychology""]",3143653
170,599,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 700}, {""id"": 8, ""name"": ""Informative"", ""count"": 234}, {""id"": 3, ""name"": ""Courageous"", ""count"": 968}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 683}, {""id"": 7, ""name"": ""Funny"", ""count"": 23}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 81}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 16}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 46}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 125}, {""id"": 25, ""name"": ""OK"", ""count"": 107}, {""id"": 2, ""name"": ""Confusing"", ""count"": 23}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 31}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 17}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 45}]","[""Gender equality"", ""LGBT"", ""Transgender"", ""activism"", ""beauty"", ""fashion"", ""gender"", ""identity"", ""inequality""]",3133189
283,1500,"[{""id"": 26, ""name"": ""Obnoxious"", ""count"": 42}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 375}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 955}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 251}, {""id"": 8, ""name"": ""Informative"", ""count"": 380}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 54}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 173}, {""id"": 3, ""name"": ""Courageous"", ""count"": 138}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 45}, {""id"": 2, ""name"": ""Confusing"", ""count"": 7}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 12}, {""id"": 25, ""name"": ""OK"", ""count"": 64}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 18}, {""id"": 7, ""name"": ""Funny"", ""count"": 42}]","[""activism"", ""business"", ""money"", ""philanthropy""]",3130752
267,374,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 3779}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 443}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 847}, {""id"": 7, ""name"": ""Funny"", ""count"": 1156}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 737}, {""id"": 3, ""name"": ""Courageous"", ""count"": 297}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 176}, {""id"": 25, ""name"": ""OK"", ""count"": 94}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 200}, {""id"": 8, ""name"": ""Informative"", ""count"": 229}, {""id"": 2, ""name"": ""Confusing"", ""count"": 26}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 34}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 21}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 23}]","[""TEDx"", ""community"", ""leadership"", ""life"", ""motivation""]",3119947
300,959,"[{""id"": 8, ""name"": ""Informative"", ""count"": 2557}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 317}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 681}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1343}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 181}, {""id"": 3, ""name"": ""Courageous"", ""count"": 498}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 865}, {""id"": 2, ""name"": ""Confusing"", ""count"": 21}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 908}, {""id"": 7, ""name"": ""Funny"", ""count"": 13}, {""id"": 25, ""name"": ""OK"", ""count"": 47}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 25}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 20}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 12}]","[""brain"", ""children"", ""health"", ""health care""]",3104326
149,833,"[{""id"": 7, ""name"": ""Funny"", ""count"": 277}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 429}, {""id"": 25, ""name"": ""OK"", ""count"": 380}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 94}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 431}, {""id"": 8, ""name"": ""Informative"", ""count"": 319}, {""id"": 3, ""name"": ""Courageous"", ""count"": 255}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 430}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 87}, {""id"": 2, ""name"": ""Confusing"", ""count"": 36}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 71}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 41}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 24}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 36}]","[""TEDx"", ""love"", ""media"", ""writing""]",3098476
900,1262,"[{""id"": 21, ""name"": ""Unconvincing"", ""count"": 838}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 767}, {""id"": 3, ""name"": ""Courageous"", ""count"": 476}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 116}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 306}, {""id"": 2, ""name"": ""Confusing"", ""count"": 111}, {""id"": 8, ""name"": ""Informative"", ""count"": 304}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 2556}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 459}, {""id"": 7, ""name"": ""Funny"", ""count"": 26}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 1543}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 371}, {""id"": 25, ""name"": ""OK"", ""count"": 245}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 209}]","[""Christianity"", ""God"", ""culture"", ""happiness"", ""leadership"", ""motivation"", ""philanthropy"", ""religion""]",3095993
233,244,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 196}, {""id"": 8, ""name"": ""Informative"", ""count"": 1593}, {""id"": 7, ""name"": ""Funny"", ""count"": 24}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 448}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 370}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 629}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 563}, {""id"": 25, ""name"": ""OK"", ""count"": 158}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 159}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 52}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 11}, {""id"": 3, ""name"": ""Courageous"", ""count"": 45}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 3}, {""id"": 2, ""name"": ""Confusing"", ""count"": 11}]","[""architecture"", ""cities"", ""environment"", ""garden"", ""plants"", ""science"", ""technology""]",3095075
959,1448,"[{""id"": 8, ""name"": ""Informative"", ""count"": 1437}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 1391}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 701}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 184}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 1112}, {""id"": 7, ""name"": ""Funny"", ""count"": 523}, {""id"": 3, ""name"": ""Courageous"", ""count"": 232}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 364}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 279}, {""id"": 25, ""name"": ""OK"", ""count"": 130}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 116}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 70}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 74}, {""id"": 2, ""name"": ""Confusing"", ""count"": 29}]","[""business"", ""choice"", ""culture"", ""decision-making"", ""economics"", ""psychology"", ""social change"", ""society""]",3087856
